C3mCall,r,date,time,address,X,Y
6285,Code3Med,2011-03-24,01:03:47,6800NWCONCORD                                          DRCorvallis,7513076.824,323606.0201
6286,Code3Med,2011-03-24,01:31:11,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7494380.29,325435.5602
6287,Code3Med,2011-03-24,01:51:25,600MAIN                                             STMONROE         ,7474636.321,349272.8714
6288,Code3Med,2011-03-24,01:52:38,1000NWSPRUCE                                           AVECORVALLIS      ,7506898.586,345468.287
6289,Code3Med,2011-03-24,03:01:23,800NW23rdSTCorvallis,7504726.681,352564.6145
6290,Code3Med,2011-03-24,03:27:15,0SW2ND                                              AVECORVALLIS      ,7520724.829,336301.444
6291,Code3Med,2011-03-24,03:30:29,100SWMemorialPLCorvallis,7475726.114,328056.5943
6292,Code3Med,2011-03-24,04:43:23,0NW9TH                                              AVECORVALLIS      ,7504403.77,308300.249
6293,Code3Med,2011-03-24,05:29:28,200N 13TH                                             STPHILOMATH      ,7472982.307,343639.6494
6294,Code3Med,2011-03-24,05:30:04,3600NWSamaritanDRCorvallis,7506573.461,326487.7725
6295,Code3Med,2011-03-24,05:35:59,2100NWTaylorAVECorvallis,7475003.673,331381.5929
6296,Code3Med,2011-03-24,05:46:31,4700SWHollyhockCIRCorvallis,7500180.486,351722.123
6297,Code3Med,2011-03-24,05:50:27,600NW28thSTCorvallis,7498244.556,319671.1363
6298,Code3Med,2011-03-24,05:53:54,900SECENTERPOINTE                                     DRCORVALLIS      ,7505359.677,329167.7811
6299,Code3Med,2011-03-24,06:24:34,2500NWGARRYANNA                                        DRCORVALLIS      ,7488715.745,326502.0986
6300,Code3Med,2011-03-24,06:29:42,400SWWeatherfordPLOSU,7465246.458,336198.2877
6301,Code3Med,2011-03-24,06:45:59,400NWELKS                                             DRCORVALLIS      ,7490037.761,350379.5279
6302,Code3Med,2011-03-24,06:52:29,400NWELKS                                             DRCORVALLIS      ,7491335.15,352783.0614
6303,Code3Med,2011-03-24,07:02:07,2100NWELMWOOD                                          DRCORVALLIS      ,7498306.592,347580.0828
6304,Code3Med,2011-03-24,07:05:25,4700SWHollyhockCIRCorvallis,7465728.725,324005.8367
6305,Code3Med,2011-03-24,07:26:50,5200SWPhilomathBLVDCorvallis,7480697.69,357393.3588
6306,Code3Med,2011-03-24,07:46:32,0S MAIN                                             STPHILOMATH      ,7498115.553,344864.0504
6307,Code3Med,2011-03-24,07:48:13,500SW3RD                                              STCORVALLIS      ,7480701.886,343535.8346
6308,Code3Med,2011-03-24,07:52:07,3700NWSAMARITAN                                        DRCORVALLIS      ,7483375.982,343404.3649
6309,Code3Med,2011-03-24,08:34:57,300SWJeffersonAVECorvallis,7494661.258,358077.61
6310,Code3Med,2011-03-24,09:12:53,200SW5thSTCorvallis,7467804.346,372523.9269
6311,Code3Med,2011-03-24,09:41:23,0HIGHWAY 34                                       HWYCorvallis,7475797.62,323972.1365
6312,Code3Med,2011-03-24,10:11:23,5600SWWEST HILLS                                       RDCORVALLIS      ,7516988.649,333766.7739
6313,MVA,2011-03-24,10:16:49,1000NWHAYES                                            AVECORVALLIS      ,7517973.506,349157.2522
6314,Code3Med,2011-03-24,10:18:05,1800NWKINGS                                            BLVDCORVALLIS      ,7513483.654,337604.5349
6315,Code3Med,2011-03-24,10:40:18,1500SWBirdieDRCorvallis,7460971.385,328410.9697
6316,Code3Med,2011-03-24,10:43:21,700N 11TH                                             STPHILOMATH      ,7494113.877,334210.6111
6317,Code3Med,2011-03-24,10:53:24,25100WebsterLNMonroe,7486104.947,342684.0754
6318,Code3Med,2011-03-24,10:54:18,400NW5TH                                              STCORVALLIS      ,7487814.126,358246.0071
6319,Code3Med,2011-03-24,10:54:47,4700SWHollyhockCIRCorvallis,7492140.123,327112.949
6320,Code3Med,2011-03-24,11:42:14,3400SEHathawayDRCorvallis,7498784.784,345216.8412
6321,Code3Med,2011-03-24,11:43:03,400NWELKS                                             DRCORVALLIS      ,7477679.285,322866.7477
6322,Code3Med,2011-03-24,11:49:28,1200APPLEGATE                                        STPHILOMATH      ,7509792.302,321334.4876
6323,Code3Med,2011-03-24,12:57:11,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7507012.037,353423.7704
6324,Code3Med,2011-03-24,13:35:01,1100NW27TH                                             STCORVALLIS      ,7492923.928,316938.91
6325,Code3Med,2011-03-24,13:36:40,300NECONIFER                                          BLVDCORVALLIS      ,7504462.969,347487.4335
6326,Code3Med,2011-03-24,13:51:27,2600NWROOSEVELT                                        DRCORVALLIS      ,7479649.3,327606.638
6327,Code3Med,2011-03-24,13:56:24,29400BEAVER CREEK                                     RDPHILOMATH      ,7491726.254,341416.8005
6328,Code3Med,2011-03-24,13:56:36,800MAIN                                             STMONROE         ,7489420.273,347500.5229
6329,Code3Med,2011-03-24,14:39:52,400SW26TH                                             STOSU            ,7495409.851,328013.8868
6330,Code3Med,2011-03-24,16:17:50,3700NWSAMARITAN                                        DRCORVALLIS      ,7494963.337,356615.7487
6331,Code3Med,2011-03-24,17:47:23,500N 12TH                                             STPHILOMATH      ,7489275.857,318529.0255
6332,Code3Med,2011-03-24,17:56:41,100NECONIFER                                          BLVDCORVALLIS      ,7504937.243,381582.4917
6333,Code3Med,2011-03-24,18:07:29,3600NWSAMARITAN                                        DRCORVALLIS      ,7480006.57,345671.0451
6334,Code3Med,2011-03-24,18:40:29,0SE3RD                                              STCORVALLIS      ,7481049.582,349279.8466
6335,Code3Med,2011-03-24,19:11:59,600NWOAK                                              AVECORVALLIS      ,7498483.974,339597.6645
6336,Code3Med,2011-03-24,20:01:58,200NW30TH                                             STCORVALLIS      ,7469105.026,328686.2275
6337,Code3Med,2011-03-24,20:04:09,300NECONIFER                                          BLVDCORVALLIS      ,7500913.336,371116.7162
6338,Code3Med,2011-03-24,20:07:30,4900SWHOLLYHOCK                                        CIRCORVALLIS      ,7475554.922,340105.6772
6339,MVA,2011-03-24,21:12:40,4400NWHIGHLAND                                         DRCorvallis,7512760.858,363610.3642
6340,Code3Med,2011-03-24,21:36:45,2500SWPICKFORD                                         STCORVALLIS      ,7471884.87,357115.6407
6341,Code3Med,2011-03-24,21:41:48,100N 10TH                                             STPHILOMATH      ,7494763.289,328853.8306
6342,Code3Med,2011-03-24,22:00:04,1000NWSPRUCE                                           AVECORVALLIS      ,7464198.029,332133.9166
6343,Code3Med,2011-03-24,22:03:01,200NEAZALEA                                           DRADAIR          ,7492988.708,336804.8318
6344,Code3Med,2011-03-24,22:04:01,100SWWASHINGTON                                       AVECORVALLIS      ,7497549.789,322235.0072
6345,Code3Med,2011-03-24,22:37:45,2600NWLEGACY                                           PLCORVALLIS      ,7504238.413,375304.6529
6346,Code3Med,2011-03-24,22:38:02,500N 13thSTPhilomath,7471954.242,335471.7871
6347,Code3Med,2011-03-24,22:48:22,200SWTWIN OAKS                                        CIRCORVALLIS      ,7507087.161,323854.9239
6348,Code3Med,2011-03-24,22:49:41,6600SWPHILOMATH                                        BLVDCORVALLIS      ,7480817.022,309104.6097
6349,Code3Med,2011-03-24,22:54:51,3600NWSAMARITAN                                        DRCORVALLIS      ,7464589.299,301209.3082
6350,Code3Med,2011-03-24,23:12:21,400SW30thSTOSU,7454021.768,352414.6619
6351,Code3Med,2011-03-25,00:08:56,1400SWJEFFERSON                                        WAYOSU            ,7492860.431,353316.1539
6352,Code3Med,2011-03-25,00:50:16,100SW4TH                                              STCORVALLIS      ,7492816.777,331420.828
6353,Code3Med,2011-03-25,00:56:46,0NW9TH                                              STCORVALLIS      ,7515496.605,298784.9773
6354,Code3Med,2011-03-25,01:19:13,2600NWTaylorAVECorvallis,7509880.6,299990.3522
6355,Code3Med,2011-03-25,01:29:06,3400NEOXFORD                                           CIRCORVALLIS      ,7501129.564,361569.7823
6356,Code3Med,2011-03-25,01:39:28,4700SWHollyHockCIRCorvallis,7498985.509,322246.4431
6357,Code3Med,2011-03-25,01:40:34,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7496338.248,341608.5988
6358,Code3Med,2011-03-25,01:43:22,2800NW9TH                                              STCORVALLIS      ,7491803.362,363251.5015
6359,Code3Med,2011-03-25,02:09:59,400NWELKS                                             DRCORVALLIS      ,7482085.752,318506.4028
6360,Code3Med,2011-03-25,02:24:48,5600SWWest HillsRDCorvallis,7498781.864,325642.5274
6361,Code3Med,2011-03-25,03:03:01,300NECONIFER                                          BLVDCORVALLIS      ,7478262.677,324019.7851
6362,Code3Med,2011-03-25,03:17:11,0MainSTPhilomath,7503492.168,331482.9415
6363,Code3Med,2011-03-25,03:18:00,0SW4TH                                              AVECORVALLIS      ,7474628.768,345587.8206
6364,Code3Med,2011-03-25,04:01:03,600SWMADISON                                          AVECORVALLIS      ,7498921.197,334174.3766
6365,Code3Med,2011-03-25,05:04:06,1800NWARTHUR                                           CIRCORVALLIS      ,7496705.91,325618.0456
6366,Code3Med,2011-03-25,05:04:49,29500WESLINN                                          DRCorvallis,7507681.907,301736.5395
6367,Code3Med,2011-03-25,05:24:27,3600NWSamaritanDRCorvallis,7475738.518,298986.897
6368,Code3Med,2011-03-25,05:25:33,300NECONIFER                                          BLVDCORVALLIS      ,7499174.239,328346.0319
6369,Code3Med,2011-03-25,05:29:46,1800NWWOODLAND                                         DRCORVALLIS      ,7491325.29,329312.5511
6370,Code3Med,2011-03-25,05:33:00,1600NWFORESTGREEN                                      AVECORVALLIS      ,7508602.122,338802.9383
6371,Code3Med,2011-03-25,05:33:02,400NWMONROE                                           AVECORVALLIS      ,7491862.806,350359.2802
6372,Code3Med,2011-03-25,06:51:45,3200NWGREENBRIAR                                       PLCORVALLIS      ,7481334.022,331312.179
6373,Code3Med,2011-03-25,07:02:20,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7482633.014,342046.4087
6374,Code3Med,2011-03-25,07:05:49,3200NWGREENBRIAR                                       PLCORVALLIS      ,7500302.741,349850.4181
6375,Code3Med,2011-03-25,07:14:17,400NWELKS                                             DRCORVALLIS      ,7490278.909,355686.8086
6376,Code3Med,2011-03-25,07:27:55,400NWELKS                                             DRCORVALLIS      ,7508577.558,315346.1376
6377,Code3Med,2011-03-25,08:14:29,2000NESEAVY                                            AVECorvallis,7497574.839,300212.8576
6378,Code3Med,2011-03-25,08:16:00,4600SWRESEARCH                                         WAYCORVALLIS      ,7483126.116,338030.7758
6379,Code3Med,2011-03-25,08:36:05,1000NWSEQUOIA                                          AVECORVALLIS      ,7497908.909,337861.4039
6380,Code3Med,2011-03-25,08:50:26,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7485903.029,383822.5374
6381,Code3Med,2011-03-25,09:44:55,100NECONIFER                                          BLVDCORVALLIS      ,7497543.621,333335.8342
6382,Code3Med,2011-03-25,09:48:24,0HIGHWAY 34                                       HWYCorvallis,7475575.888,369664.9483
6383,Code3Med,2011-03-25,09:48:43,600NWELKS                                             DRCORVALLIS      ,7485759.534,334294.0431
6384,Code3Med,2011-03-25,09:52:56,500NWRIVENDELL                                        LNCorvallis,7481575.218,383085.0237
6385,Code3Med,2011-03-25,10:01:49,0HIGHWAY 34                                       HWYCorvallis,7487643.881,359980.2795
6386,Code3Med,2011-03-25,10:07:29,400NWELKS                                             DRCORVALLIS      ,7487173.43,310782.3972
6387,MVA,2011-03-25,10:42:19,600SWMADISON                                          AVECORVALLIS      ,7517729.504,364422.3582
6388,Code3Med,2011-03-25,10:58:22,3600SWCHINTIMINI                                       AVECORVALLIS      ,7500621.671,331779.8083
6389,MVA,2011-03-25,11:46:58,500SW2ndSTCorvallis,7523469.613,354751.6883
6390,Code3Med,2011-03-25,11:51:52,2100SWMayWAYOSU,7511354.517,315737.6184
6391,Code3Med,2011-03-25,12:11:05,7400NWOak CreekDRCorvallis,7473681.378,304227.2561
6392,Code3Med,2011-03-25,12:37:42,800NW23RD                                             STCORVALLIS      ,7496054.525,322886.4505
6393,Code3Med,2011-03-25,13:06:42,1700NWGARFIELD                                         AVECORVALLIS      ,7503899.903,295859.372
6394,Code3Med,2011-03-25,13:34:47,5300SWPHILOMATH                                        BLVDCORVALLIS      ,7491266.705,343024.3469
6395,Code3Med,2011-03-25,14:04:21,24100HIGHWAY 20                                       HWYPhilomath,7487168.542,362830.2534
6396,Code3Med,2011-03-25,14:23:12,200NW9TH                                              STCORVALLIS      ,7473662.816,349360.199
6397,Code3Med,2011-03-25,14:26:07,0NWHIGHWAY 99W                                      DRCorvallis,7505198.727,323424.4563
6398,Code3Med,2011-03-25,14:45:17,5500SWAIRPORT                                          PLCORVALLIS      ,7485503.839,341538.6283
6399,Code3Med,2011-03-25,14:49:45,1000NWSPRUCE                                           AVECORVALLIS      ,7478688.032,343194.5002
6400,Code3Med,2011-03-25,14:50:34,2900SWDEARMOND                                         DRCORVALLIS      ,7479379.416,307726.0753
6401,MVA,2011-03-25,15:13:37,500NWSURVISTA                                         AVECORVALLIS      ,7497468.539,309525.2292
6402,Code3Med,2011-03-25,15:22:13,3600NWSamaritanDRCorvallis,7487105.51,388716.1777
6403,Code3Med,2011-03-25,15:24:41,7200NWRAMONA                                           LNCORVALLIS      ,7512205.63,329313.687
6404,Code3Med,2011-03-25,15:33:24,0SWPhilomathBLVDCORVALLIS      ,7481653.341,322751.1919
6405,Code3Med,2011-03-25,15:59:33,3500NWSAMARITAN                                        DRCORVALLIS      ,7488805.353,360524.9967
6406,Code3Med,2011-03-25,15:59:51,2500SWJeffersonWAYOSU,7491352.848,332706.013
6407,Code3Med,2011-03-25,16:06:34,200NECONIFER                                          BLVDCORVALLIS      ,7503752.206,322742.9942
6408,Code3Med,2011-03-25,16:08:18,200NW4TH                                              STCORVALLIS      ,7500883.464,343606.7397
6409,MVA,2011-03-25,16:53:32,2700SW45thSTCorvallis,7523732.709,349909.9672
6410,Code3Med,2011-03-25,17:07:52,7200NWRAMONA                                           LNCORVALLIS      ,7496559.552,347071.8498
6411,Code3Med,2011-03-25,17:10:22,200NECONIFER                                          BLVDCORVALLIS      ,7482019.141,339843.9088
6412,MVA,2011-03-25,17:34:36,100SWMEMORIAL                                         PLOSU            ,7500419.056,306112.5034
6413,Code3Med,2011-03-25,18:08:05,400NWELKS                                             DRCORVALLIS      ,7487115.078,331031.0084
6414,Code3Med,2011-03-25,18:23:15,100NW7TH                                              STCORVALLIS      ,7487352.934,331366.6008
6415,Code3Med,2011-03-25,18:45:49,1900NWKINGS                                            BLVDCORVALLIS      ,7475935.556,308365.5333
6416,Code3Med,2011-03-25,19:30:33,5600SWPHILOMATH                                        BLVDCORVALLIS      ,7512375.259,339803.394
6417,MVA,2011-03-25,20:15:22,200NW14TH                                             STCORVALLIS      ,7495693.41,309994.9482
6418,Code3Med,2011-03-25,20:23:54,200SWTWIN OAKS                                        CIRCORVALLIS      ,7491315.943,332321.2491
6419,Code3Med,2011-03-25,21:36:47,4400NWHIGHLAND                                         DRCorvallis,7514982.901,337282.2517
6420,Code3Med,2011-03-25,21:37:31,1600SECRYSTAL LAKE                                     DRCORVALLIS      ,7482079.464,364149.916
6421,Code3Med,2011-03-25,22:10:24,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7501185.612,365028.1406
6422,Code3Med,2011-03-25,22:19:02,200N 7TH                                              STMONROE         ,7476325.361,329724.143
6423,Code3Med,2011-03-25,22:31:16,1600NWHillcrestDRCorvallis,7510978.221,308812.411
6424,Code3Med,2011-03-25,22:54:02,200N 7TH                                              STMONROE         ,7465111.114,325107.6198
6425,Code3Med,2011-03-25,23:04:21,100NW7thSTCorvallis,7482097.125,326288.7404
6426,Code3Med,2011-03-25,23:07:27,3400SW3RD                                              STCORVALLIS      ,7502039.568,314904.6791
6427,Code3Med,2011-03-25,23:25:34,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7469667.491,302520.9549
6428,Code3Med,2011-03-26,00:21:57,900SECENTERPOINTE                                     DRCORVALLIS      ,7475279.318,342001.7086
6429,Code3Med,2011-03-26,00:31:22,100NECONIFER                                          BLVDCORVALLIS      ,7495199.752,314981.3471
6430,Code3Med,2011-03-26,01:08:01,700NWKingsBLVDCorvallis,7485595.575,316047.8686
6431,Code3Med,2011-03-26,01:18:37,3400NWOrchardAVECorvallis,7484864.322,354186.4579
6432,Code3Med,2011-03-26,01:53:13,3600NWSAMARITAN                                        DRCORVALLIS      ,7505922.897,342360.3459
6433,Code3Med,2011-03-26,02:11:36,0SW15TH                                             WAYOSU            ,7474308.025,319651.5252
6434,Code3Med,2011-03-26,03:18:02,300NW25thSTCorvallis,7476917.183,339702.6316
6435,Code3Med,2011-03-26,03:21:58,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7463631.942,355680.5978
6436,Code3Med,2011-03-26,03:23:10,2000SW53rdSTCorvallis,7489036.854,341034.9489
6437,MVA,2011-03-26,04:13:27,24300HIGHWAY 20                                       HWYPhilomath,7516915.715,351321.8449
6438,Code3Med,2011-03-26,04:15:40,0SW11thSTCORVALLIS      ,7494528.053,324636.2911
6439,Code3Med,2011-03-26,04:16:09,33800PEORIA                                           RDCorvallis,7469088.717,349188.1982
6440,Code3Med,2011-03-26,04:23:21,500NWRIVENDELL                                        LNAdair Village,7486014.177,323904.6637
6441,Code3Med,2011-03-26,04:23:22,2100SWMayWAYOSU,7496440.53,301584.5039
6442,Code3Med,2011-03-26,04:49:45,25100DIKE                                             RDMONROE         ,7503093.425,347201.5122
6443,MVA,2011-03-26,05:18:21,2900SWJEFFERSON                                        WAYOSU,7515267.491,355970.5256
6444,Code3Med,2011-03-26,05:22:54,400N 5TH                                              STMONROE         ,7483317.973,342137.3035
6445,Code3Med,2011-03-26,05:43:29,0NWMONROE                                           STCORVALLIS      ,7511985.274,344827.7468
6446,Code3Med,2011-03-26,06:29:33,3600NWSAMARITAN                                        DRCORVALLIS      ,7485553.016,340142.0518
6447,Code3Med,2011-03-26,07:16:08,1700NWDIVISION                                         STCORVALLIS      ,7510381.789,334894.4926
6448,Code3Med,2011-03-26,07:23:53,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7481338.949,338908.4182
6449,Code3Med,2011-03-26,07:27:32,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7507661.797,322077.0886
6450,Code3Med,2011-03-26,07:41:46,2000SWWESTERN                                          BLVDOSU,7496281.998,351828.3721
6451,Code3Med,2011-03-26,07:45:02,200NECONIFERBLVDCorvallis,7479332.782,329579.8764
6452,Code3Med,2011-03-26,08:59:41,700NWFOX                                              PLCORVALLIS      ,7472608.589,303445.3065
6453,Code3Med,2011-03-26,09:13:20,2400NWHARRISON                                         BLVDCORVALLIS      ,7487948.328,342864.4785
6454,Code3Med,2011-03-26,09:22:31,33300WHITE OAK                                        DRCorvallis,7481203.979,349514.457
6455,Code3Med,2011-03-26,09:51:41,5600SWWest HillsRDCorvallis,7512640.194,342722.5211
6456,Code3Med,2011-03-26,10:02:44,800NW23rdSTCorvallis,7502521.781,347718.9367
6457,Code3Med,2011-03-26,11:01:17,5600SWREDTOP                                           PLCORVALLIS      ,7493212.17,318305.4442
6458,Code3Med,2011-03-26,11:04:44,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7512470.988,342459.8865
6459,Code3Med,2011-03-26,11:12:39,2800SW53RD                                             STCorvallis,7492808.272,335333.6823
6460,Code3Med,2011-03-26,11:20:25,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7489091.725,333781.5148
6461,Code3Med,2011-03-26,11:27:06,22800GOODRICH                                         LNPhilomath,7479512.299,326088.1472
6462,Code3Med,2011-03-26,11:33:37,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7501976.479,331061.3162
6463,Code3Med,2011-03-26,11:35:25,3500SESHORELINE                                        DRCORVALLIS      ,7468801.871,339059.3021
6464,Code3Med,2011-03-26,11:50:43,700SW4TH                                              STCORVALLIS      ,7500161.619,352284.4503
6465,Code3Med,2011-03-26,12:04:10,25100DIKE                                             RDMONROE         ,7480173.294,333937.3881
6466,Code3Med,2011-03-26,12:27:52,600NWVAN BUREN                                        AVECORVALLIS      ,7492249.85,314989.8426
6467,Code3Med,2011-03-26,12:31:02,1300NWKLINE                                            PLCORVALLIS      ,7495439.427,317381.5307
6468,Code3Med,2011-03-26,13:09:11,400SW11TH                                             STCORVALLIS      ,7490245.028,368134.6814
6469,MVA,2011-03-26,13:13:08,200NW53RD                                             STCorvallis,7518241.977,341385.0709
6470,Code3Med,2011-03-26,13:27:50,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7472057.6,343459.792
6471,Code3Med,2011-03-26,13:28:23,2400NWROLLING GREEN                                    DRCORVALLIS      ,7483084.446,347559.8068
6472,Code3Med,2011-03-26,13:53:26,100NECONIFER                                          BLVDCORVALLIS      ,7501436.191,346929.8746
6473,Code3Med,2011-03-26,13:56:53,2300NWKINGS                                            BLVDCORVALLIS      ,7499953.539,358298.9154
6474,Code3Med,2011-03-26,13:58:04,3600NWSAMARITAN                                        DRCORVALLIS      ,7492707.385,359051.2933
6475,Code3Med,2011-03-26,14:45:53,900CommercialSTMonroe,7500194.636,318721.754
6476,MVA,2011-03-26,15:01:00,1000NWSYCAMORE                                         AVECORVALLIS      ,7517723.095,310428.4263
6477,Code3Med,2011-03-26,15:02:45,3600NWSAMARITAN                                        DRCORVALLIS      ,7478466.329,334134.0677
6478,Code3Med,2011-03-26,15:22:03,0SWWeatherfordPLOSU,7495024.06,351663.7188
6479,Code3Med,2011-03-26,15:26:39,300SWTWIN OAKS                                        CIRCORVALLIS      ,7471591.854,363890.6247
6480,Code3Med,2011-03-26,15:39:50,6700NEELLIOTT                                          CIRCORVALLIS      ,7499938.288,318089.8532
6481,Code3Med,2011-03-26,16:48:29,3200SEMIDVALE                                          DRCORVALLIS      ,7499098.223,350461.9076
6482,Code3Med,2011-03-26,17:15:33,1400SWADAMS                                            AVEOSU            ,7493044.552,347321.2111
6483,Code3Med,2011-03-26,17:18:24,4000SWWesternBLVDCorvallis,7468988.699,353096.0135
6484,Code3Med,2011-03-26,17:29:56,7700NWMOUNTAIN VIEW                                    DRCorvallis,7504903.351,329675.4137
6485,Code3Med,2011-03-26,17:39:57,400NWELKS                                             DRCORVALLIS      ,7502876.164,352234.5804
6486,Code3Med,2011-03-26,17:40:51,1000SWESTCorvallis,7488524.275,315607.7549
6487,Code3Med,2011-03-26,17:43:09,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7495179.825,353109.3999
6488,Code3Med,2011-03-26,17:55:50,2900NWGREELEY                                          AVECORVALLIS      ,7481501.142,349786.7873
6489,Code3Med,2011-03-26,18:45:23,2100SWMAY                                              WAYOSU            ,7471025.915,332662.6017
6490,Code3Med,2011-03-26,20:45:03,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7487512.745,380679.9063
6491,Code3Med,2011-03-26,20:51:18,600NWELKS                                             DRCORVALLIS      ,7490788.45,383088.8135
6492,Code3Med,2011-03-26,21:10:58,400NWHARRISON                                         BLVDCORVALLIS      ,7497104.241,367833.8172
6493,Code3Med,2011-03-26,21:14:48,0NWSHOOTING STAR                                    DRCORVALLIS      ,7499173.249,354412.8424
6494,Code3Med,2011-03-26,21:17:06,3500NECANTERBURY                                       CIRCORVALLIS      ,7477145.402,357433.2699
6495,Code3Med,2011-03-26,21:27:41,0SE3RD                                              STCORVALLIS      ,7504924.989,331310.4933
6496,Code3Med,2011-03-26,21:53:43,600SWMADISON                                          AVECORVALLIS      ,7490886.305,330003.0764
6497,Code3Med,2011-03-26,21:58:44,500NWRIVENDELL                                        LNAdair,7485436.008,367246.7887
6498,Code3Med,2011-03-26,22:33:35,3400SESHORELINE                                        DRCORVALLIS      ,7499601.971,346775.5525
6499,Code3Med,2011-03-26,22:36:04,1600SWBROOKLANE                                        DRCorvallis,7494585.124,365647.7459
6500,Code3Med,2011-03-26,22:40:38,200SWWALDO                                            PLOSU            ,7497210.089,321570.5029
6501,Code3Med,2011-03-26,23:03:35,400NWELKS                                             DRCORVALLIS      ,7489100.655,326572.2767
6502,Code3Med,2011-03-27,00:06:22,3900NWWITHAM HILL                                      DRCORVALLIS      ,7514074.751,326732.7122
6503,Code3Med,2011-03-27,00:19:58,3000NWLynwoodCIRCorvallis,7494196.615,333049.4054
6504,Code3Med,2011-03-27,01:03:09,6000NEHwy 20HWYCorvallis,7477255.74,335647.2904
6505,Code3Med,2011-03-27,01:08:51,800NECIRCLE                                           BLVDCORVALLIS      ,7499211.762,321211.1143
6506,Code3Med,2011-03-27,01:29:32,1100NWCLEVELAND                                        AVECORVALLIS      ,7501597.298,362888.2981
6507,Code3Med,2011-03-27,02:00:46,200NW14TH                                             STCORVALLIS      ,7494385.692,346626.2415
6508,Code3Med,2011-03-27,02:08:28,2500SWJEFFERSON                                        WAYOSU            ,7489395.217,317844.7538
6509,Code3Med,2011-03-27,02:09:55,2700NWHIGHLAND                                         DRCORVALLIS      ,7491053.293,311634.6471
6510,Code3Med,2011-03-27,02:33:52,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7475290.587,353522.1661
6511,Code3Med,2011-03-27,02:43:05,200SELILLY                                            AVECORVALLIS      ,7519136.268,309043.8179
6512,Code3Med,2011-03-27,02:47:58,200SELILLY                                            AVECORVALLIS      ,7500964.809,316533.5268
6513,Code3Med,2011-03-27,02:52:01,0SW3RD                                              AVECORVALLIS      ,7492754.247,347561.2651
6514,Code3Med,2011-03-27,03:03:57,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7484853.046,335596.5344
6515,Code3Med,2011-03-27,03:05:26,1400SWJEFFERSON                                        WAYOSU            ,7485814.158,344858.4434
6516,Code3Med,2011-03-27,03:29:37,3300NWFIREFERN                                         PLCORVALLIS      ,7513698.002,329292.1158
6517,Code3Med,2011-03-27,03:43:32,2700NWHIGHLAND                                         DRCORVALLIS      ,7488693.263,333312.6108
6518,Code3Med,2011-03-27,04:05:08,3200SEHATHAWAY                                         DRCORVALLIS      ,7498077.185,332659.8996
6519,Code3Med,2011-03-27,04:42:28,700SW55TH                                             STCORVALLIS      ,7489840.666,332632.0896
6520,Code3Med,2011-03-27,04:54:35,3300NELANCASTER                                        STCORVALLIS      ,7479628.962,339726.3472
6521,Code3Med,2011-03-27,05:27:14,1700NWDIVISION                                         STCORVALLIS      ,7496328.512,359344.0586
6522,Code3Med,2011-03-27,05:32:13,23800DAWSON                                           RDMonroe,7472536.44,354922.4004
6523,Code3Med,2011-03-27,05:54:03,800NW23rdSTCorvallis,7496406.222,328318.3063
6524,Code3Med,2011-03-27,06:36:12,33100WHITE OAK                                        DRCorvallis,7490204.559,340929.3141
6525,Code3Med,2011-03-27,06:56:55,3700NWSAMARITAN                                        DRCORVALLIS      ,7476863.536,304889.5533
6526,Code3Med,2011-03-27,06:58:42,3500SWJEFFERSON                                        WAYOSU            ,7493728.377,342586.5669
6527,Code3Med,2011-03-27,07:14:18,2800NW29TH                                             STCORVALLIS      ,7520623.941,322008.3287
6528,Code3Med,2011-03-27,07:34:52,2800NW29TH                                             STCORVALLIS      ,7483955.067,332316.8486
6529,Code3Med,2011-03-27,07:39:36,2500NW9TH                                              STCORVALLIS      ,7490240.483,314527.8335
6530,Code3Med,2011-03-27,07:54:28,400S 31ST                                             STPHILOMATH      ,7502805.973,330976.6291
6531,Code3Med,2011-03-27,08:26:16,100N 10TH                                             STPHILOMATH      ,7478297.072,352590.2742
6532,Code3Med,2011-03-27,09:14:52,3600NWSAMARITAN                                        DRCORVALLIS      ,7472219.353,343536.2412
6533,Code3Med,2011-03-27,09:43:02,25000ORCHARD TRACT                                    RDMONROE         ,7504825.743,339415.1491
6534,Code3Med,2011-03-27,09:57:47,1300NW30TH                                             STCORVALLIS      ,7506204.418,332000.6485
6535,Code3Med,2011-03-27,10:01:57,0SWJeffersonAVECorvallis,7498289.879,352216.3704
